Open_day1,Open_day2,Open_day3,High_day1,High_day2,High_day3,Low_day1,Low_day2,Low_day3,Volume_day1,Volume_day2,Volume_day3,Target
95.0,95.86,95.42,97.33,96.84,96.04,95.19,94.08,94.28,46418230.0,45870130.0,37190500.0,96.52
126.2,125.32,121.99,125.74,127.09,125.5,123.9,125.06,121.99,42090320.0,50832950.0,115288400.0,123.09
115.19,112.18,116.04,112.68,115.39,116.94,109.79,112.85,115.51,64678220.0,46810020.0,29158640.0,111.94
155.19,145.74,155.25,146.09,155.19,155.54,142.51,146.02,154.4,72187710.0,64782910.0,21144040.0,147.16
93.97,94.2,93.99,95.74,94.08,94.72,93.68,92.4,92.51,56770080.0,47844490.0,68388840.0,95.2
190.0,178.37,190.5,181.47,190.7,194.97,175.51,184.99,189.46,67678680.0,41626820.0,36191330.0,179.73
207.67,208.89,208.46,209.24,209.15,208.91,206.73,207.17,207.29,13909560.0,14991570.0,18355210.0,207.48
122.14,120.93,121.67,121.63,122.35,122.44,120.66,121.6,121.6,30327110.0,20495340.0,26320740.0,121.15
96.25,95.94,94.94,96.29,96.89,96.35,95.25,95.35,94.68,32042290.0,29124140.0,35407050.0,92.91
159.26,159.9,158.6,160.0,161.27,161.83,154.63,159.11,158.27,39636190.0,26060430.0,36127490.0,156.6
153.75,149.89,153.35,150.23,153.99,153.93,149.19,147.3,153.06,17192770.0,32429770.0,15649120.0,149.9
175.24,175.04,177.32,175.09,176.8,177.47,171.26,174.94,173.66,36387880.0,19620520.0,32931110.0,170.0
115.8,115.85,116.65,116.51,116.33,117.2,115.75,114.76,115.43,21081620.0,28769220.0,30555900.0,115.92
220.54,220.9,220.0,224.58,220.96,220.94,220.79,217.28,218.83,26318580.0,25361290.0,19088310.0,225.07
141.88,141.22,141.41,142.92,142.0,142.04,141.16,140.45,141.11,23294040.0,17302160.0,14676420.0,142.44
154.97,155.81,154.18,156.73,155.49,155.44,155.49,154.56,154.05,16243080.0,17223790.0,21215870.0,156.06
100.55,100.32,98.97,101.19,100.69,99.06,97.3,98.84,97.34,62285770.0,49046150.0,49687870.0,97.96
121.85,121.11,123.13,121.81,122.69,123.82,120.62,120.18,121.62,33009110.0,39483400.0,44829060.0,120.96
96.67,98.84,95.02,98.89,98.21,96.85,96.09,96.15,94.61,38866100.0,44811800.0,48032600.0,96.0
276.28,273.61,277.95,277.9,277.25,281.68,272.2,265.43,276.85,29264340.0,45247890.0,32503750.0,275.87
221.38,218.95,222.01,219.84,222.56,223.76,217.65,217.47,220.37,19419650.0,57977090.0,22187880.0,221.03
178.61,177.3,179.37,177.78,179.58,180.1,176.6,177.41,178.25,27052000.0,31306390.0,31087330.0,177.3
98.92,98.7,97.39,100.13,99.3,98.99,98.6,98.5,97.32,36464530.0,30031410.0,38885980.0,99.56
168.07,173.68,168.39,175.15,173.1,169.92,166.92,166.44,164.94,39824200.0,36778560.0,40984540.0,167.25
263.69,262.59,265.54,263.18,264.01,266.08,260.84,261.18,260.4,16331260.0,30348780.0,26609920.0,262.71
265.58,266.6,266.94,268.0,267.98,267.16,265.9,265.31,262.5,11654360.0,16386120.0,26334880.0,267.27
205.97,209.98,201.92,210.12,210.06,204.72,206.75,204.13,201.69,25289270.0,33291640.0,31774720.0,205.55
200.2,201.3,195.41,202.76,203.53,199.56,199.29,199.39,193.82,24619750.0,27009520.0,33364400.0,199.62
197.77,200.29,198.43,201.57,200.99,199.26,199.57,197.35,195.29,20899720.0,26067510.0,21070330.0,198.68
167.17,166.0,166.87,166.8,168.62,168.44,160.1,166.76,166.5,85957050.0,44453230.0,32234520.0,159.1
174.67,173.87,175.94,174.44,175.49,176.0,172.02,173.94,174.54,24755470.0,20755140.0,19238480.0,170.32
174.94,174.24,179.73,174.95,176.6,180.27,170.26,172.1,176.55,44662320.0,23623970.0,31096240.0,171.51
112.83,110.17,113.85,111.54,113.51,114.57,108.73,107.86,112.44,66300930.0,73230280.0,51861990.0,109.07
155.48,155.79,154.11,156.33,158.13,154.48,153.66,154.32,151.74,26147280.0,33508960.0,25418110.0,156.25
247.51,239.77,241.95,250.0,257.61,259.08,237.12,238.4,240.0,75058410.0,81013970.0,80605870.0,247.39
117.33,118.18,117.88,118.21,117.84,118.17,117.45,116.78,117.13,24308210.0,23583810.0,35626020.0,117.25
191.78,190.68,189.69,191.96,192.43,192.55,189.56,190.17,189.69,15955820.0,20670830.0,20182050.0,192.45
267.9,265.54,265.8,266.08,268.0,267.43,260.4,265.39,264.23,26609920.0,19069600.0,21700900.0,263.69
107.12,107.71,111.09,107.81,108.87,111.09,104.08,106.55,105.83,50901380.0,34117030.0,57097740.0,106.57
322.57,322.37,323.52,323.4,325.22,324.76,318.0,320.26,318.95,29421010.0,26356390.0,29706720.0,314.18
154.2,157.5,153.08,157.88,157.66,155.88,155.98,153.26,153.0,33259460.0,29616190.0,30483120.0,156.41
222.3,217.86,218.93,219.74,222.64,222.99,213.0,219.34,216.76,32389280.0,22692880.0,28802550.0,218.06
347.9,349.31,332.14,351.06,354.77,345.61,335.48,346.09,332.01,50415610.0,41662940.0,36928090.0,344.72
115.8,116.74,116.47,117.5,117.38,116.5,116.68,115.75,115.65,21337310.0,27756760.0,44284660.0,116.8
299.84,297.16,293.79,304.44,300.9,299.96,297.16,297.48,292.75,33090950.0,27877660.0,29644640.0,307.24
171.04,170.29,171.18,170.56,171.39,171.87,169.56,169.64,170.3,16041550.0,21884010.0,23598650.0,170.78
293.79,299.84,297.15,300.9,299.96,300.58,297.48,292.75,296.5,27877660.0,29644640.0,36633880.0,297.16
107.01,102.61,108.58,105.37,107.03,108.7,102.0,104.82,107.18,67569090.0,40885480.0,25184090.0,105.75
154.89,143.98,158.53,145.72,158.85,159.36,142.0,154.23,156.48,91106840.0,35637070.0,34499390.0,144.53
165.45,165.38,169.0,167.53,168.35,169.08,164.39,162.73,165.28,33753490.0,43250420.0,40620360.0,166.0
270.0,268.6,267.48,270.07,270.8,271.0,265.86,264.91,267.3,22632380.0,32182650.0,26547490.0,268.81
218.5,220.24,217.79,222.28,219.62,221.85,219.15,215.3,217.12,26388050.0,26869880.0,31495630.0,220.78
177.81,174.95,176.49,175.39,178.82,178.94,172.66,176.88,176.41,34693280.0,20544600.0,26575010.0,170.6
118.75,117.05,117.99,118.11,118.81,119.41,116.08,116.86,117.75,33316990.0,34806250.0,38063130.0,116.55
102.65,107.51,104.64,108.79,105.72,105.72,107.24,102.53,103.13,62080160.0,45114590.0,46461610.0,108.73
111.43,110.78,111.13,112.03,112.47,111.87,110.07,111.39,110.95,28507780.0,27054320.0,11475920.0,111.6
210.62,210.88,204.28,213.35,212.73,207.16,210.32,210.03,203.84,26919530.0,24431920.0,28813620.0,212.99
175.21,177.91,172.8,178.25,177.74,176.3,176.13,174.52,172.45,23273160.0,27825140.0,38426060.0,174.94
310.6,311.64,307.24,317.07,312.67,310.43,311.15,308.25,306.2,30521720.0,35217270.0,42621540.0,316.7
171.8,171.58,171.19,173.0,172.37,173.32,171.38,170.3,170.99,18890250.0,17154540.0,25323890.0,174.16
145.1,147.54,144.09,148.09,147.2,144.3,146.84,144.96,143.27,44182930.0,33498270.0,20783460.0,145.59
176.49,177.81,175.03,178.82,178.94,176.19,176.88,176.41,174.83,20544600.0,26575010.0,21561320.0,174.95
236.36,250.75,228.08,258.25,247.69,228.5,244.3,234.3,212.61,75900510.0,71882770.0,84188210.0,246.52
176.35,179.1,173.67,180.48,179.39,175.65,178.16,176.21,173.54,38885510.0,37353670.0,33772050.0,179.26
98.53,98.69,98.5,99.12,99.35,99.99,97.1,98.48,98.46,37708360.0,31672220.0,26575570.0,97.32
122.6,121.5,122.32,122.57,122.64,122.57,117.52,120.91,121.71,69639900.0,42832890.0,33400950.0,117.42
284.82,291.12,284.69,293.97,289.98,284.89,288.12,284.7,282.92,36592940.0,23334000.0,12119710.0,289.46
219.75,221.0,216.82,223.75,222.82,221.26,219.76,219.7,216.63,23430370.0,22811140.0,27581270.0,223.82
116.26,115.2,116.37,115.57,116.82,117.42,112.27,115.65,115.21,45555300.0,32461350.0,45179400.0,111.38
332.14,347.9,330.25,354.77,345.61,333.6,346.09,332.01,327.32,41662940.0,36928090.0,23913630.0,349.31
109.81,109.72,106.7,110.54,110.35,110.23,109.66,108.83,106.6,28310840.0,27623150.0,58724080.0,110.12
171.58,174.16,171.8,175.87,173.0,172.37,173.95,171.38,170.3,21846400.0,18890250.0,17154540.0,173.71
318.66,315.77,316.68,319.23,320.89,319.52,315.35,315.87,316.2,20450750.0,25672210.0,27876220.0,323.5
217.86,218.06,222.3,221.26,219.74,222.64,217.43,213.0,219.34,32874330.0,32389280.0,22692880.0,219.79
96.52,93.13,95.86,95.7,96.92,97.33,93.04,93.69,95.19,53920550.0,46315620.0,46418230.0,94.29
171.05,170.1,168.99,171.0,171.21,170.66,169.7,169.25,168.42,22224400.0,20940020.0,23793830.0,171.39
157.07,158.5,160.29,163.89,157.89,161.0,157.51,150.24,155.03,60774900.0,70583530.0,54145930.0,161.95
96.0,94.94,96.62,96.35,96.57,96.65,94.68,95.03,95.3,35407050.0,34355970.0,60793260.0,96.25
111.94,111.07,112.18,111.99,112.8,112.68,108.8,110.35,109.79,56157370.0,53168580.0,64678220.0,112.02
156.07,157.06,157.05,158.92,157.4,157.21,156.67,155.69,155.02,21827400.0,20514810.0,26604140.0,158.6
185.23,184.1,182.99,186.21,187.28,186.53,183.8,184.03,182.54,17352380.0,24987260.0,24378480.0,186.29
97.61,93.99,96.0,94.72,97.88,98.71,92.51,94.25,95.68,68388840.0,82107120.0,114436300.0,93.97
172.05,172.83,172.36,174.12,174.26,174.82,171.01,171.42,171.77,37378070.0,33690660.0,40113790.0,171.8
165.0,171.66,173.49,171.79,170.09,174.49,167.0,163.33,168.3,45968040.0,61759000.0,41678680.0,170.4
264.89,241.95,255.94,259.08,279.92,270.0,240.0,252.95,248.0,80605870.0,92683030.0,104618500.0,247.51
117.52,116.45,116.52,117.11,118.02,117.8,116.4,116.2,116.49,14979680.0,20686510.0,18131970.0,116.65
287.38,284.69,282.4,286.95,288.2,286.33,276.86,282.35,280.63,53812480.0,39281290.0,32788640.0,277.95
324.39,323.35,324.66,331.75,325.62,326.2,323.23,320.78,322.3,34312550.0,21890090.0,26122800.0,330.25
183.9,184.85,182.25,187.33,184.1,183.3,183.74,182.56,180.92,39017490.0,23527660.0,30929740.0,185.8
98.97,100.55,98.55,100.69,99.06,99.11,98.84,97.34,96.76,49046150.0,49687870.0,70722000.0,100.32
112.11,108.89,111.62,108.95,112.3,112.39,106.94,109.73,111.33,60784920.0,46873670.0,25364920.0,107.88
120.99,119.87,118.7,121.36,121.22,120.69,119.61,119.45,118.27,32152870.0,49305220.0,51106100.0,120.79
171.25,169.71,169.71,171.44,171.7,171.26,169.49,169.75,169.38,18958570.0,24603320.0,21785180.0,171.19
177.95,176.23,176.42,177.99,179.23,179.35,174.99,176.67,176.0,27043580.0,21218410.0,28481170.0,175.6
153.42,153.97,154.0,154.17,154.43,154.24,152.38,153.33,153.31,24452750.0,20118620.0,21895020.0,153.17
116.8,116.35,116.74,116.51,117.4,117.5,115.64,116.78,116.68,26043820.0,23724430.0,21337310.0,115.59
297.16,307.24,299.84,310.43,304.44,300.9,306.2,297.16,297.48,42621540.0,33090950.0,27877660.0,310.6
208.46,207.67,203.65,209.15,208.91,207.23,207.17,207.29,203.61,14991570.0,18355210.0,22277930.0,208.89
111.79,116.58,110.27,116.89,114.21,113.28,114.86,111.76,109.9,58279570.0,49793750.0,62800770.0,115.93
120.0,119.55,120.45,120.1,120.81,120.45,119.5,119.77,119.73,23191150.0,21982000.0,29922650.0,120.42
182.99,185.23,183.4,187.28,186.53,184.92,184.03,182.54,180.73,24987260.0,24378480.0,31632320.0,184.1
110.37,109.17,111.6,110.09,110.94,112.2,108.85,109.03,110.27,26481320.0,37034520.0,36151450.0,110.0
175.48,177.96,174.94,180.0,177.12,175.85,177.39,175.07,174.27,32130360.0,24518850.0,31686450.0,180.29
226.51,228.41,223.25,229.18,228.87,228.26,226.63,226.0,222.4,27363960.0,43177540.0,48696960.0,228.99
137.38,135.91,136.43,136.66,137.48,137.12,135.28,136.3,136.11,21754600.0,20762360.0,20769030.0,137.14
186.29,183.82,184.1,187.3,187.19,186.21,183.42,182.91,183.8,17675210.0,22551660.0,17352380.0,187.79
171.66,170.4,165.0,171.92,171.79,170.09,169.02,167.0,163.33,35474680.0,45968040.0,61759000.0,170.49
170.49,169.2,169.03,172.89,171.0,170.44,168.79,168.82,168.91,34260890.0,23285760.0,25656110.0,172.15
116.55,115.29,117.05,119.25,116.79,118.11,115.11,114.22,116.08,57717870.0,41511380.0,33316990.0,118.98
203.12,202.83,199.54,204.94,204.15,203.38,202.34,202.52,198.61,17841920.0,24185530.0,28865310.0,204.43
123.09,123.38,125.32,123.91,123.61,125.74,122.55,122.12,123.9,33570380.0,44371580.0,42090320.0,123.15
156.89,156.29,156.61,157.42,157.69,157.75,156.2,155.5,155.96,17633730.0,21888930.0,23907540.0,156.91
96.31,96.4,96.0,96.5,96.9,96.76,94.55,95.92,95.8,31851180.0,34240470.0,35290570.0,93.98
163.25,166.11,156.25,169.0,166.15,158.13,164.56,160.23,154.11,40613260.0,60800480.0,39914850.0,166.96
119.27,117.33,119.2,119.35,119.73,119.92,117.12,117.34,118.85,42747950.0,32445680.0,34135230.0,119.21
99.93,96.04,101.52,96.63,100.88,101.53,93.34,98.07,99.21,133059000.0,71937310.0,51529980.0,93.79
112.03,110.15,112.17,111.88,114.53,113.31,107.36,112.0,111.54,76562170.0,56111590.0,53075960.0,110.23
175.49,180.0,170.32,182.67,179.12,173.07,179.37,175.35,169.5,32416800.0,31123000.0,23985960.0,182.25
105.25,106.48,105.93,107.07,107.29,107.65,105.9,105.21,105.14,25686350.0,32345430.0,35454230.0,105.47
118.34,120.0,119.11,120.5,120.24,119.62,119.71,118.22,118.81,23687350.0,34412090.0,26083030.0,119.4
147.16,147.5,145.74,147.5,147.45,146.09,143.84,145.15,142.51,31454590.0,34089190.0,72187710.0,143.32
163.89,167.9,159.29,169.65,168.07,163.6,166.94,163.72,158.7,35779520.0,44651420.0,44387770.0,169.87
185.22,184.66,183.52,185.71,188.0,184.35,182.55,184.7,180.28,29748560.0,28364850.0,38612290.0,179.8
189.5,190.71,185.42,191.28,190.68,188.43,190.18,189.3,185.2,15801370.0,19636390.0,17426160.0,188.5
180.32,178.5,182.59,180.24,180.52,183.5,178.07,177.81,179.24,22676520.0,29334630.0,31464170.0,178.65
111.13,111.43,111.36,112.47,111.87,111.51,111.39,110.95,110.33,27054320.0,11475920.0,27420550.0,110.78
96.86,97.65,97.2,100.77,98.23,98.02,97.42,96.65,96.58,50303500.0,35131460.0,28949760.0,100.51
132.85,121.99,130.97,125.5,132.92,132.97,121.99,130.32,130.7,115288400.0,73006780.0,55204920.0,126.2
169.95,172.48,170.43,172.62,171.67,172.14,169.63,168.5,168.44,32512580.0,39735110.0,41484540.0,169.06
353.25,360.08,364.41,365.98,362.17,365.32,360.0,351.28,353.02,35055820.0,32661520.0,51314210.0,365.12
137.08,137.89,137.14,140.15,137.44,137.44,137.6,136.7,136.28,36362440.0,23446340.0,20222210.0,140.0
174.94,175.48,177.91,177.12,175.85,178.25,175.07,174.27,176.13,24518850.0,31686450.0,23273160.0,177.96
193.06,194.61,192.45,195.96,194.85,193.66,193.61,192.43,192.05,19005150.0,16553500.0,18680930.0,194.99
199.62,201.02,201.3,212.14,202.05,202.76,200.83,199.15,199.29,47539790.0,22481890.0,24619750.0,203.16
188.77,188.23,186.35,189.65,188.84,188.5,187.65,186.21,185.76,17186760.0,23129400.0,19966590.0,187.6
176.42,177.95,178.92,179.23,179.35,180.59,176.67,176.0,177.91,21218410.0,28481170.0,27948160.0,176.23
97.06,98.63,95.1,101.46,97.88,98.19,98.37,94.94,93.42,65648660.0,52099200.0,72274300.0,101.52
330.25,332.14,323.35,345.61,333.6,331.75,332.01,327.32,323.23,36928090.0,23913630.0,34312550.0,347.9
211.75,213.44,209.22,217.95,213.81,210.74,213.16,211.47,208.33,35034410.0,27595310.0,28595230.0,218.1
114.31,115.39,117.95,115.86,115.7,118.36,114.1,113.31,117.31,31396130.0,66028640.0,46820600.0,113.87
153.63,154.18,154.01,155.44,153.86,155.09,154.05,152.46,153.91,21215870.0,20088940.0,16216800.0,154.97
173.21,174.32,173.71,174.91,175.0,175.3,172.92,172.73,173.17,27953810.0,27817640.0,16991610.0,174.28
311.64,316.7,310.6,317.57,317.07,312.67,312.17,311.15,308.25,40653460.0,30521720.0,35217270.0,311.85
201.9,200.4,205.88,201.68,205.34,207.42,196.66,201.75,200.83,34908610.0,26339500.0,38763700.0,197.42
206.05,207.28,209.32,209.78,207.81,209.5,207.2,204.52,206.76,23389530.0,22493750.0,25525650.0,207.36
221.16,218.93,220.42,222.99,221.83,222.88,216.76,217.27,216.84,28802550.0,30280450.0,39494770.0,222.3
186.93,183.52,189.91,184.35,190.9,192.47,180.28,186.76,188.84,38612290.0,32879090.0,33031360.0,185.22
164.8,163.75,163.64,164.25,164.94,164.52,160.56,163.63,163.48,29491910.0,16564340.0,26729940.0,162.71
154.18,154.97,153.63,155.49,155.44,153.86,154.56,154.05,152.46,17223790.0,21215870.0,20088940.0,155.81
257.26,282.28,281.1,301.44,278.41,286.0,277.72,256.37,272.96,85349340.0,106721200.0,80151380.0,303.67
297.26,300.95,318.62,302.53,304.18,320.45,286.13,289.23,310.5,57668360.0,55548830.0,32426420.0,286.53
94.64,94.64,94.16,95.43,94.64,95.21,94.52,93.57,93.89,31834020.0,30417880.0,42009830.0,95.87
112.95,115.97,117.42,116.5,117.44,117.7,114.12,112.1,113.25,52828890.0,99202400.0,123601900.0,114.58
188.5,189.53,190.71,191.41,189.78,191.28,189.31,187.61,190.18,18000180.0,18776390.0,15801370.0,191.08
183.82,187.79,186.29,187.95,187.3,187.19,183.54,183.42,182.91,13954810.0,17675210.0,22551660.0,185.26
177.91,174.94,175.21,175.85,178.25,177.74,174.27,176.13,174.52,31686450.0,23273160.0,27825140.0,175.48
187.19,188.0,188.0,189.27,187.81,188.91,186.91,186.13,186.36,18383080.0,18083080.0,17014490.0,188.38
222.21,223.64,227.96,227.27,224.8,228.41,222.25,220.2,220.58,26656630.0,28784550.0,33507770.0,225.46
93.98,96.05,96.4,96.76,96.38,96.5,95.25,93.32,94.55,27526040.0,36192150.0,31851180.0,97.2
190.5,190.0,188.39,190.7,194.97,191.97,184.99,189.46,186.9,41626820.0,36191330.0,46271660.0,178.37
191.78,189.69,189.75,192.55,191.8,191.87,189.69,189.93,189.2,20182050.0,16365720.0,15515000.0,191.78
153.58,154.34,153.17,154.45,155.45,153.33,153.46,152.89,152.22,25277680.0,27715140.0,16383610.0,153.9
183.52,185.22,186.93,188.0,184.35,190.9,184.7,180.28,186.76,28364850.0,38612290.0,32879090.0,184.66
204.28,210.62,203.46,212.73,207.16,205.14,210.03,203.84,199.67,24431920.0,28813620.0,27883360.0,210.88
98.84,96.0,96.67,96.76,98.89,98.21,95.8,96.09,96.15,35290570.0,38866100.0,44811800.0,96.31
107.25,104.64,107.83,105.72,107.27,108.76,103.13,105.24,107.07,46461610.0,52955310.0,42250480.0,102.65
131.35,131.65,130.54,132.45,132.22,132.09,131.12,131.22,130.45,28321440.0,22941650.0,38158410.0,132.46
105.0,103.91,105.01,105.3,105.65,106.48,103.91,104.51,104.62,52979780.0,27997990.0,33655810.0,96.0
323.6,321.47,314.18,327.22,323.9,321.55,321.47,318.71,313.85,28432570.0,23580780.0,27337220.0,324.19
312.15,304.51,317.83,309.79,315.95,319.69,301.53,303.21,310.91,39732270.0,50155640.0,40575260.0,300.35
147.5,143.32,147.16,144.48,147.5,147.45,142.21,143.84,145.15,31642900.0,31454590.0,34089190.0,143.78
204.3,201.92,209.55,204.72,204.39,213.65,201.69,198.17,205.43,31774720.0,66072170.0,91046560.0,205.97
94.16,94.64,94.55,94.64,95.21,94.7,93.57,93.89,93.01,30417880.0,42009830.0,46858910.0,94.64
157.9,155.8,159.51,155.8,158.26,159.77,152.75,153.83,158.44,37350060.0,52126240.0,20565620.0,152.02
186.51,191.81,183.08,195.37,191.92,185.47,191.62,185.77,182.15,26220850.0,30684390.0,22526310.0,194.86
108.91,108.97,109.95,110.61,109.77,110.42,108.83,108.17,108.12,29357940.0,23553790.0,31735810.0,109.34
207.48,208.46,208.89,210.64,209.73,209.24,208.44,207.14,206.73,21673390.0,17618870.0,13909560.0,208.76
300.35,313.17,304.51,316.5,307.9,309.79,310.32,300.21,301.53,33843130.0,41587090.0,39732270.0,315.03
233.37,235.09,236.39,236.15,235.24,237.65,233.52,233.2,234.88,17272900.0,19286690.0,23040480.0,234.59
222.01,221.38,221.06,222.56,223.76,222.85,217.47,220.37,219.44,57977090.0,22187880.0,25643090.0,218.95
159.65,160.14,160.43,162.0,160.56,160.74,159.93,159.27,158.55,25649890.0,25184600.0,19782170.0,160.1
204.59,204.05,204.09,205.09,206.11,205.87,203.27,203.5,204.0,14107450.0,16866820.0,16947420.0,204.0
110.17,109.07,112.83,109.62,111.54,113.51,107.31,108.73,107.86,63849470.0,66300930.0,73230280.0,108.01
319.25,317.75,316.77,322.35,321.15,323.44,317.21,316.47,315.63,20254650.0,38399530.0,33449100.0,320.75
149.99,151.78,152.02,153.92,151.83,152.27,151.69,149.16,150.56,35907770.0,44366140.0,46575410.0,153.8
170.97,169.88,172.58,173.09,172.48,174.23,169.85,168.2,172.08,28976200.0,34949690.0,26750260.0,173.0
174.88,175.03,173.63,175.39,177.2,174.17,174.09,174.86,172.46,27393660.0,29385650.0,40122100.0,174.87
153.63,152.45,153.87,154.07,153.94,154.88,152.31,152.11,153.45,27236290.0,25779060.0,38907940.0,154.7
115.97,114.58,112.95,116.25,116.5,117.44,114.5,114.12,112.1,38610120.0,52828890.0,99202400.0,116.53
95.86,96.52,95.0,96.92,97.33,96.84,93.69,95.19,94.08,46315620.0,46418230.0,45870130.0,93.13
120.96,116.9,121.11,118.07,121.81,121.81,116.06,120.05,120.62,59029400.0,33829290.0,33009110.0,116.37
108.86,108.59,108.77,109.32,109.1,109.69,108.53,107.85,108.36,21236850.0,25784420.0,25108890.0,108.57
128.31,129.13,127.98,130.5,129.19,129.39,128.9,128.16,127.78,26784530.0,24460160.0,33671250.0,130.54
204.29,205.88,210.89,207.42,208.84,211.84,200.83,203.5,210.23,38763700.0,32443110.0,20892380.0,201.9
113.25,116.44,113.63,116.69,115.5,114.72,114.02,112.37,113.3,56005550.0,50061580.0,35678360.0,113.85
105.52,106.34,104.61,106.5,106.47,106.31,105.19,104.96,104.59,43607120.0,34394830.0,38236730.0,105.93
208.76,216.42,208.46,221.37,210.16,210.64,211.3,207.31,208.44,69281360.0,33935720.0,21673390.0,213.9
250.75,246.52,236.36,258.68,258.25,247.69,246.36,244.3,234.3,63140170.0,75900510.0,71882770.0,252.75
224.79,227.95,223.82,229.42,225.84,226.44,226.35,224.02,223.54,23171020.0,22560440.0,29729270.0,227.25
191.39,192.42,191.35,192.88,192.61,191.97,190.44,191.15,190.21,21480120.0,16859020.0,18069930.0,191.55
188.95,189.83,188.75,190.08,189.56,189.76,188.54,187.53,186.55,23524830.0,20710390.0,29771210.0,191.64
275.87,277.2,273.61,283.01,281.75,277.9,277.0,274.87,272.2,31627180.0,31203580.0,29264340.0,281.8
223.82,224.79,221.0,225.84,226.44,223.75,224.02,223.54,219.76,22560440.0,29729270.0,23430370.0,227.95
93.79,94.19,95.92,94.5,94.72,96.35,93.01,92.59,94.1,40323020.0,49979700.0,42288790.0,95.02
351.34,364.0,354.64,372.38,359.46,356.56,362.27,351.15,345.15,53038870.0,33861320.0,66118950.0,365.0
201.02,203.16,199.62,206.44,212.14,202.05,202.59,200.83,199.15,36547440.0,47539790.0,22481890.0,203.46
123.13,121.85,120.79,122.69,123.82,123.49,120.18,121.62,120.7,39483400.0,44829060.0,45479260.0,121.11
144.19,143.72,143.68,144.27,144.5,144.49,143.01,143.5,143.19,19576480.0,21189000.0,29174040.0,143.71
155.25,155.19,155.02,155.19,155.54,155.98,146.02,154.4,154.48,64782910.0,21144040.0,21017560.0,145.74
155.97,156.35,156.06,157.37,156.98,158.0,155.73,155.75,155.1,16380570.0,16861450.0,15603520.0,156.73
109.63,109.1,108.14,109.37,110.23,109.54,108.34,109.21,108.08,25328680.0,33754680.0,25704330.0,109.23
111.95,111.36,110.12,111.51,112.42,111.99,110.33,111.4,110.01,27420550.0,25931710.0,29164190.0,111.13
130.54,131.35,129.13,132.22,132.09,130.5,131.22,130.45,128.9,22941650.0,38158410.0,26784530.0,131.65
106.14,107.7,105.66,108.0,106.8,106.57,106.82,105.62,105.64,26393770.0,26675250.0,31639010.0,107.9
281.1,257.26,286.53,278.41,286.0,297.88,256.37,272.96,286.5,106721200.0,80151380.0,49678430.0,282.28
113.76,110.27,111.65,113.28,114.02,112.56,109.9,109.77,110.32,62800770.0,84757780.0,54507300.0,111.79
174.65,172.4,172.86,173.94,175.57,175.08,170.34,172.85,172.35,31644240.0,28204640.0,36054570.0,168.99
187.71,186.41,197.42,189.7,189.48,198.85,185.41,182.85,192.77,36529680.0,57430620.0,41208710.0,186.27
116.44,113.85,113.25,114.57,116.69,115.5,112.44,114.02,112.37,51861990.0,56005550.0,50061580.0,112.83
156.86,148.15,160.4,151.55,158.16,162.11,146.59,149.63,155.3,37169230.0,95497900.0,64398230.0,148.3
203.17,201.41,198.68,203.13,204.49,199.5,201.36,200.65,197.05,16935220.0,27316740.0,31110640.0,203.28
160.29,157.07,163.09,157.89,161.0,163.4,150.24,155.03,159.07,70583530.0,54145930.0,51467440.0,158.5
137.89,140.0,137.08,140.28,140.15,137.44,138.76,137.6,136.7,26170690.0,36362440.0,23446340.0,138.78
179.37,178.61,176.15,179.58,180.1,179.25,177.41,178.25,175.07,31306390.0,31087330.0,34260230.0,177.3
120.42,121.67,119.55,122.44,122.1,120.1,121.6,120.28,119.5,26320740.0,32417410.0,23191150.0,122.14
162.71,162.09,163.75,162.24,162.99,164.25,160.36,160.52,160.56,21905160.0,21610300.0,29491910.0,160.86
141.91,141.48,141.6,141.88,142.38,142.15,140.87,141.05,141.01,16529130.0,17775510.0,20320420.0,141.41
173.68,167.25,168.07,170.02,175.15,173.1,165.19,166.92,166.44,41464880.0,39824200.0,36778560.0,167.81
127.74,129.08,125.72,129.62,128.57,127.15,128.31,127.35,125.58,45970470.0,35987630.0,33559770.0,130.97
170.6,166.84,174.95,166.92,171.22,175.39,164.09,165.43,172.66,36396590.0,65270950.0,34693280.0,165.67
172.5,172.4,172.15,173.13,173.54,172.39,171.65,172.0,171.46,20442740.0,23402510.0,19088170.0,173.63
178.54,172.8,179.26,176.3,179.78,180.62,172.45,172.66,178.05,38426060.0,48706170.0,37568080.0,175.21
164.0,162.13,164.12,167.26,164.33,165.73,161.84,160.63,163.37,41976500.0,35617230.0,27850370.0,166.41
110.98,108.53,111.4,110.25,111.46,112.35,108.11,109.55,111.23,30790930.0,26538700.0,28174980.0,110.08
225.75,222.15,223.52,222.95,226.84,228.35,217.27,222.52,222.57,36810120.0,31801970.0,41411350.0,217.79
174.95,170.6,177.81,171.22,175.39,178.82,165.43,172.66,176.88,65270950.0,34693280.0,20544600.0,166.84
316.7,311.85,311.64,315.5,317.57,317.07,309.55,312.17,311.15,30480880.0,40653460.0,30521720.0,313.59
116.79,117.88,117.35,118.17,117.44,117.98,117.13,115.72,116.75,35626020.0,35041820.0,37512930.0,117.33
174.16,173.71,171.58,175.3,175.87,173.0,173.17,173.95,171.38,16991610.0,21846400.0,18890250.0,173.21
279.5,282.23,279.8,282.65,281.18,281.9,278.56,278.95,279.12,69032740.0,24626950.0,29024690.0,280.53
